2152,2243,16
2152,2244,4
2152,2245,12
2152,2246,15
2152,2248,27
2152,2249,12
2152,2250,15
2152,2251,16
2152,2252,1
2152,2253,27
2152,2254,16
2152,2255,12
2152,2256,17
2152,2257,4
2152,2258,27
2152,2259,10
2152,2260,14
2152,2261,27
2152,2262,17
2152,2263,16
2152,2264,14
2152,2265,16
2152,2266,12
2152,2267,9
2152,2268,8
2152,2269,1
2152,2271,4
2152,2272,15
2152,2273,18
2152,2274,27
2152,2275,22
2152,2276,12
2152,2277,3
2152,2278,10
2152,2279,3
2152,2280,40
2152,2281,40
2152,2282,40
2152,2283,17
2152,2284,4
2152,2285,40
2152,2286,12
2152,2287,18
2152,2288,14
2152,2290,10
2152,2291,18
2152,2294,17
2152,2295,10
2152,2296,4
2152,2297,18
2152,2298,7
2152,2299,11
2152,2300,18
2152,2301,15
2152,2302,27
2152,2304,8
2152,2305,14
2152,2306,13
2152,2307,12
2152,2308,5
2152,2309,4
2152,2310,14
2153,2411,20
2153,2412,26
2153,2413,41
2153,2414,13
2153,2415,20
2153,2417,14
2153,2418,20
2153,2419,26
2153,2420,26
2153,2421,13
2153,2422,13
2153,2423,13
2153,2424,13
2153,2425,27
2153,2375,26
2153,2376,4
2153,2377,27
2153,2378,27
2153,2379,3
2153,2380,6
2153,2381,6
2153,2382,26
2153,2383,6
2153,2384,6
2153,2394,27
2153,2396,13
2153,2397,27
2153,2401,13
2153,2402,13
2153,2403,4
2153,2404,4
2153,2406,13
2153,2407,20
2153,2409,1
2153,2410,13
2153,2426,13
2153,2427,27
2153,2431,27
2153,2432,26
2153,2434,26
2153,2437,4
2153,2438,4
2153,2439,4
2153,2707,13
2154,2499,18
2154,2500,18
2154,2501,18
2154,2502,7
2154,2503,3
2154,2504,11
2154,2505,18
2154,2506,11
2154,2507,26
2154,2508,18
2154,2509,5
2154,2510,18
2154,2513,4
2154,2514,27
2154,2515,27
2154,2516,27
2154,2517,4
2154,2518,18
2154,2519,9
2154,2520,9
2154,2521,4
2154,2522,12
2154,2523,27
2154,2524,15
2154,2526,9
2154,2527,9
2154,2528,18
2154,2529,9
2154,2531,15
2154,2533,41
2154,2535,26
2154,2536,12
2154,2537,9
2154,2538,12
2154,2539,9
2154,2540,9
2154,2541,6
2154,2542,5
2154,2543,41
2154,2544,27
2154,2545,4
2154,2546,14
2154,2547,12
2154,2548,7
2154,2549,9
2154,2551,4
2154,2552,17
2154,2553,18
2154,2554,9
2154,2555,12
2154,2556,9
2154,2557,18
2154,2559,19
2154,2561,9
2154,2562,15
2154,2563,11
2154,2564,9
2154,2565,40
2154,2567,9
2154,2568,27
2154,2569,12
2154,2571,12
2154,2572,18
2154,2573,18
2154,2575,15
2154,2576,15
2154,2577,9
2154,2578,9
2154,2579,7
2154,2580,41
2154,2581,27
2154,2582,16
2154,2584,12
2154,2585,7
2154,2586,6
2154,2587,12
2154,2588,8
2154,2589,9
2154,2591,9
2154,2592,18
2154,2593,15
2154,2594,12
2154,2595,16
2154,2596,13
2154,2597,13
2154,2598,16
2154,2600,18
2154,2601,18
2154,2602,12
2154,2603,5
2154,2604,4
2154,2605,15
2154,2607,15
2154,2608,18
2154,2610,12
2154,2611,18
2154,2614,5
2154,2615,4
2154,2618,12
2154,2619,8
2154,2620,14
2154,2622,9
2154,2624,9
2154,2663,12
2154,2679,12
2154,2697,4
2155,2699,9
2155,2700,4
2155,2701,15
2155,2703,14
2155,2704,4
2155,2705,4
2155,2706,9
2155,2708,13
2155,2709,14
2155,2712,4
2155,2713,4
2155,2714,4 
2155,2715,4
2155,2717,15
2155,2718,15
2155,2719,9
2155,2720,26
2155,2721,4
2155,2722,26
2155,2723,5
2155,2724,9
2155,2725,12
2155,2726,9
2155,2727,4
2155,2728,15
2155,2729,15
2155,2730,9
2155,2731,23
2155,2732,12
2155,2733,15
2155,2734,9
2155,2735,12
2155,2736,26
2155,2737,4
2155,2738,15
2155,2739,26
2155,2740,13
2155,2741,12
2155,2742,12
2155,2743,26
2155,2744,19
2155,2745,22
2155,2746,26
2155,2747,12
2155,2748,7
2155,2749,30
2155,2750,4
2155,2752,4
2155,2753,26
2155,2754,4
2155,2755,11
2155,2756,12
2155,2757,22
2155,2758,9
2155,2759,9
2155,2761,15
2155,2762,4
2155,2763,9
2155,2764,9
2155,2765,9
2155,2766,15
2155,2767,9
2155,2769,1
2155,2770,18
2155,2771,6
2155,2772,22
2155,2773,12
2155,2774,9
2155,2775,22
2155,2776,15
2155,2777,13
2155,2778,9
2155,2779,4
2155,2780,15
2155,2781,9
2155,2782,13
2155,2783,9
2155,2784,15
2155,2785,7
2155,2786,26
2155,2787,12
2155,2788,9
2155,2789,15
2155,2790,18
2155,2791,9
2155,2792,4 
2155,2793,15
2155,2794,15
2155,2795,12
2155,2796,41
2155,2797,9
2155,2798,15
2155,2799,11
2155,2800,21
2155,2801,19
2155,2802,4
2155,2803,9
2155,2804,24
2155,2806,7
2365,2366,26
2365,2367,4
2365,2368,26
2365,2369,13
2365,2370,7
2365,2371,4
2365,2372,26
2365,2373,7
2365,2374,26
2385,2386,7
2385,2387,7
2385,2395,12
2385,2398,6
2385,2399,9
2385,2466,9
2385,2467,12
2385,2468,41
2385,2469,26
2385,2470,41
2385,2471,41
2385,2475,6
2385,2476,9
2385,2643,9
2385,2680,27
2385,2681,12
2385,2682,12
2385,2683,12
2385,2684,41
2385,2686,9
2385,2691,41
2495,2692,29
2495,2693,29
2495,2694,34
2495,2695,41
2495,2698,34
2495,2841,34
2495,2842,31
2495,2843,33
2495,2844,32
2495,2846,34
2495,2848,32
2495,2879,41
2495,2881,34
2495,2883,29
2495,2900,33
2840,2892,4
2840,2893,3
2840,2894,7
2840,2895,4
2840,2896,8
2840,2897,25
2840,2898,3
2840,2899,21
2840,2901,7
2840,2902,7
2840,2904,12
2840,2905,14
2840,2906,12
2840,2907,7
2840,2908,15
2840,2909,7
2840,2910,13
2840,2911,1
2840,2912,7
2840,2914,22
2840,2915,7
2840,2916,7
2840,2918,7
2840,2919,7
2840,2921,23
2840,2922,9
2840,2923,21
2840,2924,8
2840,2925,17
2840,2926,20
2840,2928,3
2840,2930,15
2840,2931,11
2840,2932,15
2840,2933,1
2840,2934,3
2840,2935,5
2840,2936,3
2840,2937,3
2840,2938,1
2840,2939,3
2840,2940,7
2840,2941,19
2840,2942,8
2840,2944,20
2840,2945,22
2840,2947,1
2840,2948,4
2840,2949,9
2840,2950,3
2840,2951,1
2840,2952,13
2840,2954,4
2840,2955,22
2840,2957,3
2840,2958,7
2840,2959,8
2840,2960,7
2840,2961,6
2840,2962,20
2840,2965,15
2840,2966,9
2840,2967,7
2840,2968,22
2840,2969,3
2840,2970,41
2840,2971,4
2840,2973,4
2840,2974,15
2840,2975,40
2840,2976,16
2840,2977,3
2849,2850,38
2849,2851,38
2849,2852,38
2849,2853,38
2849,2854,39
2849,2855,39
2849,2856,39
2849,2858,35
2849,2859,41
2849,2860,38
2849,2878,39
2849,2884,39
2849,2885,39
2849,2886,39
2849,2887,39
2849,2889,38
2849,3005,36
